#Operator Name: 
#Experimental Name: 
#SampleDescription: 
#Excitation Wavelength: 784.91 nm
#Laser Current: 100 %
#Excitation Power: 75.56 mW
#ND Filter: 100 % (255/255)
#Spectrograph Center Wavelength: 800.00 cm-1
#Grating: 600 gr/mm
#Slit width: 50 um
#Exposure Time: 20 s
#Averaging: 5
#Readout speed: 2MHz
#Gain: High
#Readout port: Low Noise
#CCD temperature: -69
#Optical Line Shaping mode: OFF
#Objective Lens: NA 0.45 20x Plan Fluor
#Measurement Mode: Point
#X axis (wavenumber): Not Calibrated
#Wavenumber Shift compensation (cm-1): 6.2
#Measurement Time:8/4/2025 2:43:57 PM
#--------------------------------------
#

wn(8/4/2025 2:43:57 PM Index:3)	8/4/2025 2:43:57 PM Index:3	wn(8/4/2025 2:42:16 PM Index:2)	8/4/2025 2:42:16 PM Index:2	wn(8/4/2025 2:40:34 PM Index:1)	8/4/2025 2:40:34 PM Index:1	
180.486708504808	7352.39990234375	180.486708504808	7781.60009765625	180.486708504808	5656.39990234375
181.467628538334	6789.39990234375	181.467628538334	7790.60009765625	181.467628538334	5643.60009765625
182.449291791087	7267.39990234375	182.449291791087	7767.7998046875	182.449291791087	5666
183.429905306741	7079	183.429905306741	7708.2001953125	183.429905306741	5658.7998046875
184.410365687312	7534	184.410365687312	7800.39990234375	184.410365687312	5543
185.39156897477	7256	185.39156897477	7688.7998046875	185.39156897477	5753.7998046875
186.371723052876	7100.2001953125	186.371723052876	7635	186.371723052876	5486.39990234375
187.351724103504	7248.60009765625	187.351724103504	7535.60009765625	187.351724103504	5749
188.331572162486	7018.7998046875	188.331572162486	7800.60009765625	188.331572162486	5370.60009765625
189.313058158697	7359	189.313058158697	7229	189.313058158697	5623
190.292600062323	7087.39990234375	190.292600062323	7774.7998046875	190.292600062323	5506
191.271989081808	7255	191.271989081808	7899.2001953125	191.271989081808	5715.60009765625
192.25122525294	7187.39990234375	192.25122525294	7538.7998046875	192.25122525294	5629.60009765625
193.23120349897	6960.60009765625	193.23120349897	7578.39990234375	193.23120349897	5618.2001953125
194.210133941089	7035	194.210133941089	7527.7998046875	194.210133941089	5579.7998046875
195.18891164219	7131.7998046875	195.18891164219	7626.39990234375	195.18891164219	5615.60009765625
196.16753663802	7452.60009765625	196.16753663802	7784	196.16753663802	5611.7998046875
197.146008964311	6978	197.146008964311	7418.2001953125	197.146008964311	5626.7998046875
198.124328656788	7315.2001953125	198.124328656788	7674.60009765625	198.124328656788	5509.60009765625
199.103389801196	7237	199.103389801196	7253.7998046875	199.103389801196	5620
200.081404193728	6964.39990234375	200.081404193728	7854	200.081404193728	5762.39990234375
201.059266059581	7075.2001953125	201.059266059581	7543.7998046875	201.059266059581	5451.2001953125
202.037869066124	7051	202.037869066124	7509.39990234375	202.037869066124	5508.60009765625
203.015425846297	7396.2001953125	203.015425846297	7570.60009765625	203.015425846297	5581.39990234375
203.992830206824	7186.60009765625	203.992830206824	7636.60009765625	203.992830206824	5523.2001953125
204.97008218335	7301	204.97008218335	7491.2001953125	204.97008218335	5779.7998046875
205.947181811507	7000.7998046875	205.947181811507	7674.2001953125	205.947181811507	5665.2001953125
206.924129126919	7116.7998046875	206.924129126919	7626	206.924129126919	5470.7998046875
207.900924165197	7231.39990234375	207.900924165197	7518.2001953125	207.900924165197	5427.2001953125
208.877566961941	7315	208.877566961941	7581.60009765625	208.877566961941	5672.7998046875
209.854057552742	7257.39990234375	209.854057552742	7652	209.854057552742	5542.7998046875
210.830395973177	7101	210.830395973177	7549.7998046875	210.830395973177	5544
211.806582258812	7044.7998046875	211.806582258812	7638.60009765625	211.806582258812	5628
212.782616445205	7282.7998046875	212.782616445205	7570	212.782616445205	5581.7998046875
213.75939052954	7303.60009765625	213.75939052954	7594.2001953125	213.75939052954	5613
