#Operator Name: 
#Experimental Name: 
#SampleDescription: 
#Excitation Wavelength: 784.91 nm
#Laser Current: 100 %
#Excitation Power: 75.49 mW
#ND Filter: 100 % (255/255)
#Spectrograph Center Wavelength: 800.00 cm-1
#Grating: 600 gr/mm
#Slit width: 50 um
#Exposure Time: 20 s
#Averaging: 5
#Readout speed: 2MHz
#Gain: High
#Readout port: Low Noise
#CCD temperature: -69
#Optical Line Shaping mode: OFF
#Objective Lens: NA 0.45 20x Plan Fluor
#Measurement Mode: Point
#X axis (wavenumber): Not Calibrated
#Wavenumber Shift compensation (cm-1): 6.2
#Measurement Time:8/4/2025 3:49:36 PM
#--------------------------------------
#

wn(8/4/2025 3:49:36 PM Index:3)	8/4/2025 3:49:36 PM Index:3	wn(8/4/2025 3:47:54 PM Index:2)	8/4/2025 3:47:54 PM Index:2	wn(8/4/2025 3:46:13 PM Index:1)	8/4/2025 3:46:13 PM Index:1	
180.486708504808	0.444351268066051	180.486708504808	0.689969217362016	180.486708504808	0.457959214862805
181.467628538334	0.482111586460149	181.467628538334	0.656921923683754	181.467628538334	0.486114486317759
182.449291791087	0.449004541203853	182.449291791087	0.663859670218808	182.449291791087	0.46658750098449
183.429905306741	0.469562899526185	183.429905306741	0.652870368664354	183.429905306741	0.441768257958567
184.410365687312	0.449652932087736	184.410365687312	0.679800829253171	184.410365687312	0.471984486619236
185.39156897477	0.45018687914047	185.39156897477	0.616301254158953	185.39156897477	0.480315730866075
186.371723052876	0.414257382686343	186.371723052876	0.63504921569407	186.371723052876	0.436161645872954
187.351724103504	0.449309693713761	187.351724103504	0.669049824041489	187.351724103504	0.43307012478104
188.331572162486	0.417232456698863	188.331572162486	0.705566055636313	188.331572162486	0.472683127744338
189.313058158697	0.431192369231743	189.313058158697	0.593051521725147	189.313058158697	0.475355395934518
190.292600062323	0.429514076986989	190.292600062323	0.643099184226153	190.292600062323	0.424179933520783
191.271989081808	0.447478871773789	191.271989081808	0.686871106309843	191.271989081808	0.45511228639135
192.25122525294	0.401594345040701	192.25122525294	0.615612741936892	192.25122525294	0.462710008626836
193.23120349897	0.440003054318683	193.23120349897	0.66867912647517	193.23120349897	0.422607990989303
194.210133941089	0.396140058204326	194.210133941089	0.632612981461566	194.210133941089	0.458238688369514
195.18891164219	0.385612995008563	195.18891164219	0.651943560099521	195.18891164219	0.477346506084391
196.16753663802	0.429857408480437	196.16753663802	0.654538701659896	196.16753663802	0.433489377682774
197.146008964311	0.4154778996065	197.146008964311	0.614738816282635	197.146008964311	0.426660143628232
198.124328656788	0.398543006180572	198.124328656788	0.65914623837974	198.124328656788	0.456928736259948
199.103389801196	0.436188880743522	199.103389801196	0.62085577867015	199.103389801196	0.441453818282266
200.081404193728	0.41254100457752	200.081404193728	0.642304776884867	200.081404193728	0.457994181032397
201.059266059581	0.415058396384916	201.059266059581	0.650169461282824	201.059266059581	0.488786754507939
202.037869066124	0.413914144312367	202.037869066124	0.625648728822188	202.037869066124	0.373476087979829
203.015425846297	0.403234458301915	203.015425846297	0.611137606440595	203.015425846297	0.460718898476963
203.992830206824	0.413647170786	203.992830206824	0.662191466521336	203.992830206824	0.466395357618418
204.97008218335	0.408116619102016	204.97008218335	0.633195598564404	204.97008218335	0.413944823981368
205.947181811507	0.391105367709007	205.947181811507	0.647945146586838	205.947181811507	0.444842295965684
206.924129126919	0.433404515409759	206.924129126919	0.67461067543049	206.924129126919	0.452667042453493
207.900924165197	0.445953202343724	207.900924165197	0.614844840699929	207.900924165197	0.450256764685226
208.877566961941	0.35220079724236	208.877566961941	0.652923380873001	208.877566961941	0.44627445910214
209.854057552742	0.434853919992215	209.854057552742	0.635737727916132	209.854057552742	0.469242286089874
210.830395973177	0.397169866445725	210.830395973177	0.672148064391732	210.830395973177	0.426136162784406
211.806582258812	0.407315605403444	211.806582258812	0.652287880859586	211.806582258812	0.428703617749152
212.782616445205	0.385727345720241	212.782616445205	0.633274987579304	212.782616445205	0.445872774568542
213.75939052954	0.397589462786782	213.75939052954	0.602134323239356	213.75939052954	0.469469395625536
214.734228662433	0.412464739729912	214.734228662433	0.661767756746369	214.734228662433	0.404932421694223
215.709806764324	0.383782173068592	215.709806764324	0.637697240165023	215.709806764324	0.477136964916864
216.685232909087	0.412731713256278	216.685232909087	0.633089703445179	216.685232909087	0.437436631812929
217.660507132221	0.382790450691261	217.660507132221	0.60441152084592	217.660507132221	0.450780745529053
218.635629469218	0.427225572841892	218.635629469218	0.639153653624047	218.635629469218	0.41115025948096
219.610599955553	0.392745480970221	219.610599955553	0.621358877460017	219.610599955553	0.448684822153746
220.584527636895	0.391257897404225	220.584527636895	0.631792197314027	220.584527636895	0.44218742557696
221.559194667025	0.408841274833508	221.559194667025	0.62948836430507	221.559194667025	0.475477692244747
222.533709952831	0.392745480970221	222.533709952831	0.652817485753777	222.533709952831	0.423795732071981
223.508073529752	0.38893130739506	223.508073529752	0.602928730580642	223.508073529752	0.459024659635254
224.481394997971	0.391639314761741	224.481394997971	0.627767148398951	224.481394997971	0.432441415995121
225.456345698611	0.381569933771103	225.456345698611	0.6528439918581	225.456345698611	0.448649855984155
226.430254361363	0.402433444603342	226.430254361363	0.652261374755263	226.430254361363	0.43699998110974
227.404011456854	0.396292681019016	227.404011456854	0.581003010382312	227.404011456854	0.417036345073282
228.376727139406	0.392974275513048	228.376727139406	0.651996572308168	228.376727139406	0.480193519839186
229.350181344967	0.376344534597027	229.350181344967	0.620008488418287	229.350181344967	0.423690918846548
